level_0,index,ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,Species,Hcp,CID,Melting Point,log Hcp,MeltingPointPredicted,PredictedSolValues,ActualSolValues,PredictedHcpValues,ActualHcpValues,rfrMeltingPoint
6782,6723,B-3901,diethyl succinate,"InChI=1S/C8H14O4/c1-3-11-7(9)5-6-8(10)12-4-2/h3-6H2,1-2H3",DKMROQRQHGEIOW-UHFFFAOYSA-N,CCOC(=O)CCC(=O)OCC,-0.96,0.0,1,G1,174.19599999999997,0.8927999999999999,42.500000000000014,12.0,4.0,0.0,4.0,5.0,70.0,0.0,0.0,0.0,0.0,52.60000000000001,71.84398048770709,3.402570682630092,135.1368500605771,diethyl succinate,4.0,31249.0,-21.0,0.6020599913279623,-40.655307438357475,-1.1243882848759268,-0.96,0.7620502270873971,0.6020599913279623,-28.822260932657155
6783,6724,B-3906,butyl benzoate,"InChI=1S/C11H14O2/c1-2-3-9-13-11(12)10-7-5-4-6-8-10/h4-8H,2-3,9H2,1H3",XSIFPSYPOVKYCO-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1,-3.4801,0.0,1,G1,178.231,2.6435000000000013,51.63250000000004,13.0,2.0,0.0,2.0,4.0,70.0,1.0,0.0,0.0,1.0,26.3,78.53118102103066,2.404796656306514,254.05260581186823,butyl benzoate,0.12,8698.0,-22.4,-0.9208187539523751,14.062647536059481,-3.2129658631896927,-3.4801,-0.5655826521602206,-0.9208187539523752,14.438358302565508
6784,6725,B-3907,benzyl acetate,"InChI=1S/C9H10O2/c1-8(10)11-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3",QUKGYYKBILRGFE-UHFFFAOYSA-N,CC(=O)OCc1ccccc1,-1.6853,0.0,1,G1,150.177,1.7496999999999998,41.91200000000003,11.0,2.0,0.0,2.0,2.0,58.0,1.0,0.0,0.0,1.0,26.3,65.80129679223744,2.453018743531937,228.5778659162335,"acetic acid, phenylmethyl ester",0.9,8785.0,-51.3,-0.045757490560675115,-31.583811662934703,-2.032862217978043,-1.6853,-0.3236679533631802,-0.0457574905606751,-26.200418172894423
6785,6726,B-3911,acetoacetic ester,"InChI=1S/C6H10O3/c1-3-9-6(8)4-5(2)7/h3-4H2,1-2H3",XYIBRDXRRQCHLP-UHFFFAOYSA-N,CCOC(=O)CC(C)=O,-0.073,0.036761801,2,G3,130.143,0.5286,31.930999999999983,9.0,3.0,0.0,3.0,3.0,52.0,0.0,0.0,0.0,0.0,43.370000000000005,54.00055102940699,3.386924951000887,117.47138037474598,"3-oxobutanoic acid, ethyl ester",11.0,8868.0,-45.0,1.041392685158225,-62.9950356690082,-0.0922405440631548,-0.073,0.5018578933475852,1.041392685158225,-79.39952807026683
6786,6727,B-3912,methyl propionate,"InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3",RJUFJBKOKNCXHH-UHFFFAOYSA-N,CCC(=O)OC,-0.1498,0.0,1,G1,88.106,0.5694,22.30699999999999,6.0,2.0,0.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,26.3,37.10914470057002,2.9881608821342693,43.50977500432694,methyl propanoate,0.057,11124.0,-87.5,-1.2441251443275085,-132.67868411868054,-0.1693398233605406,-0.1498,-1.262968431965615,-1.2441251443275083,-132.47861628781723
6789,6730,B-3921,3-pentanone,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",FDPIMTJIUBPUKL-UHFFFAOYSA-N,CCC(=O)CC,-0.253,0.015192686918527,3,G5,86.134,1.3755,25.588999999999988,6.0,1.0,0.0,1.0,2.0,36.0,0.0,0.0,0.0,0.0,17.07,38.36054158545974,2.9881608821342693,41.90013452989013,3-pentanone,0.16,7288.0,-39.0,-0.7958800173440752,-114.16695809022895,-0.3736391882082795,-0.253,-0.9553606501003704,-0.7958800173440752,-114.30649011421372
6790,6731,B-3927,5-methyl-2-hexanone,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",FFWSICBKRCICMR-UHFFFAOYSA-N,CC(C)CCC(C)=O,-1.3252,0.0,1,G1,114.188,2.0116,34.752999999999986,8.0,1.0,0.0,1.0,3.0,48.0,0.0,0.0,0.0,0.0,17.07,51.09042581425296,3.0500782919131915,74.45601115561732,5-methyl-2-hexanone,0.062,8034.0,-74.0,-1.207608310501746,-83.36014197524521,-1.35842993654787,-1.3252,-1.217908295767772,-1.207608310501746,-82.32696467045896
6791,6732,B-3931,3-methyl-2-butanone,"InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3",SYBYTAAJFKOIEJ-UHFFFAOYSA-N,CC(C)C(C)=O,-0.1513,0.4174741462867511,3,G5,86.13399999999999,1.2314,25.518999999999988,6.0,1.0,0.0,1.0,1.0,36.0,0.0,0.0,0.0,0.0,17.07,38.360541585459735,3.2575861612334887,54.95878455585175,3-methyl-2-butanone,0.087,11251.0,-92.0,-1.0604807473813815,-126.76523823568249,-0.2387059176094791,-0.1513,-1.0917285862821693,-1.0604807473813815,-124.18005005214239
6792,6733,B-3933,2-decanone,"InChI=1S/C10H20O/c1-3-4-5-6-7-8-9-10(2)11/h3-9H2,1-2H3",ZAJNGDIORYACQU-UHFFFAOYSA-N,CCCCCCCCC(C)=O,-3.3085,0.0,1,G1,156.269,3.3260000000000023,48.67400000000003,11.0,1.0,0.0,1.0,7.0,66.0,0.0,0.0,0.0,0.0,17.07,70.1852521574428,2.8497612822334424,97.04589952780503,2-decanone,0.021,12741.0,14.0,-1.6777807052660805,-17.088891374712126,-3.46509076114227,-3.3085,-1.7963460539234737,-1.6777807052660805,-14.45172328989339
6793,6734,B-3938,"b,b,b-trichloro-t-butanol","InChI=1S/C4H7Cl3O/c1-3(2,8)4(5,6)7/h8H,1-2H3",OSASVXMJTNOKOY-UHFFFAOYSA-N,CC(C)(O)C(Cl)(Cl)Cl,-1.346,0.0,1,G1,177.458,2.127500000000001,36.58780000000001,8.0,1.0,1.0,4.0,0.0,50.0,0.0,0.0,0.0,0.0,20.23,63.53810980386041,4.020391543176799,66.26466250649041,chlorobutanol,4.5,5977.0,97.0,0.6532125137753436,-23.211273035614816,-1.1614709584451115,-1.346,1.3507579598596635,0.6532125137753436,-8.543325985087405
6795,6736,B-3940,benzonitrile,InChI=1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H,JFDZBHWFFUWGJE-UHFFFAOYSA-N,N#Cc1ccccc1,-1.7123,1.7483777639386462,3,G4,103.12399999999997,1.55828,31.157,8.0,1.0,0.0,1.0,0.0,38.0,1.0,0.0,0.0,1.0,23.79,48.188924915362286,3.049388908161901,195.37685258695328,benzenenitrile,0.29,7505.0,-12.7,-0.5376020021010439,-46.15071401711736,-0.6869160023773877,-1.7123,-0.3024487770837219,-0.5376020021010439,-80.66624979328793
6796,6737,B-3941,propionitrile,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",FVSKHRXBFJPNKK-UHFFFAOYSA-N,CCC#N,0.2718,0.0,1,G1,55.07999999999999,0.91998,15.904000000000002,4.0,1.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,23.79,25.86171493809148,2.4330963097956344,33.03830640231605,propane nitrile,0.43,7854.0,-92.8,-0.36653154442041347,-121.9858897060123,-0.049266064893425,0.2718,-0.5274683080814849,-0.3665315444204134,-113.960544488619
6797,6738,B-3942,acrylonitrile,"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",NLHHRLWOUZZQLW-UHFFFAOYSA-N,C=CC#N,0.1474,0.0,1,G1,53.06399999999999,0.6959799999999999,15.81,4.0,1.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,23.79,25.172111905907222,2.921783680020212,48.793987519471216,2-propenenitrile,0.12,7855.0,-83.5,-0.9208187539523751,-134.55220884273538,0.1140303879013143,0.1474,-0.9126742529878992,-0.9208187539523752,-132.92555917722146
6798,6739,B-3943,butyronitrile,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3",KVNRLNFWIYMESJ-UHFFFAOYSA-N,CCCC#N,-0.321,0.0077520328999999,2,G3,69.107,1.31008,20.521,5.0,1.0,0.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,23.79,32.226657052488086,2.483699570591265,42.09986547010987,butane nitrile,0.27,8008.0,-111.9,-0.5686362358410126,-104.1397439449846,-0.5692516677006321,-0.321,-1.0379631004244732,-0.5686362358410126,-108.92465348319534
6799,6740,B-3946,"2,6-dichlorobenzonitrile",InChI=1S/C7H3Cl2N/c8-6-2-1-3-7(9)5(6)4-10/h1-3H,YOYAIZYFCNQIRF-UHFFFAOYSA-N,Clc1cccc(Cl)c1C#N,-3.9803,0.12985,2,G3,172.01399999999998,2.8650800000000007,41.17700000000001,10.0,1.0,0.0,3.0,0.0,50.0,1.0,0.0,0.0,1.0,23.79,68.79545736912563,3.3427746227314072,267.89784791592245,"2,6-dichlorobenzenenitrile",0.48,3031.0,144.5,-0.3187587626244128,53.74049345493797,-2.4464491414157905,-3.9803,-0.1582545265506983,-0.3187587626244128,-3.985150954727733
6800,6741,B-3950,1-octene,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",KWKAKUADMBZCLK-UHFFFAOYSA-N,CCCCCCC=C,-4.4373,0.0,1,G1,112.216,3.142800000000002,38.956,8.0,0.0,0.0,0.0,5.0,48.0,0.0,0.0,0.0,0.0,0.0,52.604242796421545,2.616293090417985,46.0,1-octene,1e-05,8125.0,-101.7,-5.0,-76.70862385430827,-4.45209918132668,-4.4373,-4.654843475369264,-5.0,-65.10359654527723
6801,6742,B-3952,isononene,"InChI=1S/C9H18/c1-3-5-7-9-8-6-4-2/h3H,1,4-9H2,2H3",JRZJOMJEPLMPRA-UHFFFAOYSA-N,CCCCCCCC=C,-5.052,0.0,1,G1,126.243,3.5329000000000024,43.57300000000001,9.0,0.0,0.0,0.0,6.0,54.0,0.0,0.0,0.0,0.0,0.0,58.96918491081816,2.663883887398184,55.058650025961626,1-nonene,1.2e-05,31285.0,-81.3,-4.920818753952375,-49.00183093065352,-5.202585808978955,-5.052,-4.901152200897653,-4.920818753952375,-42.205796606971994
6802,6743,B-3953,cycloheptatriene,"InChI=1S/C7H8/c1-2-4-6-7-5-3-1/h1-6H,7H2",CHVJITGCYZJHLR-UHFFFAOYSA-N,C1C=CC=CC=C1,-2.1721,0.01105,2,G3,92.14099999999998,2.0587,32.036999999999985,7.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,1.0,1.0,0.0,43.85426346412719,2.60094913922188,102.0,"1,3,5-cycloheptatriene",0.0021,11000.0,-79.5,-2.6777807052660805,-95.51189478858386,-2.2772440918499823,-2.1721,-2.667334570854061,-2.6777807052660805,-90.87137664156067
6803,6744,B-3954,trans-2-butene,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3/b4-3-",IAQRGUVFOMOMEM-ARJAWSKDSA-N,C\C=C/C,-1.9302,0.0,1,G1,56.108,1.5824,20.488,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,27.14447433883512,2.549193338482967,15.219280948873624,{\it cis}-2-butene,5.5e-05,5287573.0,-122.2,-4.259637310505756,-155.8295543907498,-2.0235876169669136,-1.9302,-4.105041112334017,-4.259637310505756,-147.07721632534464
6804,6745,B-3955,"1,4-pentadiene","InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2,5H2",QYZLKGVUSQXAMU-UHFFFAOYSA-N,C=CCC=C,-2.0866,0.0,1,G1,68.119,1.7485,25.01099999999999,5.0,0.0,0.0,0.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,32.81981342104747,2.6531630746803305,29.302968908806456,"1,4-pentadiene",8.3e-05,11587.0,-148.8,-4.080921907623925,-143.7270853599094,-2.147945699339465,-2.0866,-4.038983558438273,-4.080921907623925,-139.87741374309093
6805,6746,B-3956,1-hexene,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",LIKMAJRDDDTEIG-UHFFFAOYSA-N,CCCCC=C,-3.2261,0.0,1,G1,84.16199999999999,2.3626000000000005,29.721999999999984,6.0,0.0,0.0,0.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,39.874358567628335,2.4884037718761123,29.01955000865387,1-hexene,2.4e-05,11597.0,-139.7,-4.619788758288394,-114.21444259351009,-3.15061793598643,-3.2261,-4.577010087053573,-4.619788758288394,-115.94368279309009
6806,6747,B-3957,"1,5-hexadiene","InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2",PYGSKMBEVAICCR-UHFFFAOYSA-N,C=CCCC=C,-2.6867,0.0,1,G1,82.14599999999999,2.1386000000000003,29.627999999999982,6.0,0.0,0.0,0.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,39.18475553544408,2.6559049179251715,36.0,"1,5-hexadiene",6.9e-05,11598.0,-140.7,-4.161150909262744,-121.69818875361811,-2.754984415699568,-2.6867,-4.066756161046212,-4.161150909262744,-115.89267530200767
6807,6748,B-3958,1-heptene,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3",ZGEGCLOFRBLKSE-UHFFFAOYSA-N,CCCCCC=C,-3.732,0.0,1,G1,98.189,2.752700000000001,34.338999999999984,7.0,0.0,0.0,0.0,4.0,42.0,0.0,0.0,0.0,0.0,0.0,46.23930068202493,2.558780869327957,37.30296890880646,1-heptene,2.3e-05,11610.0,-119.7,-4.638272163982406,-94.07724235159375,-3.774678130264903,-3.732,-4.635951227337286,-4.638272163982406,-92.25480556559714
6808,6749,B-3960,"1,4-cyclohexadiene","InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-2,5-6H,3-4H2",UVJHQYIOXKWHFD-UHFFFAOYSA-N,C1C=CCC=C1,-2.0587,0.04435,2,G3,80.12999999999998,1.8926,27.51399999999999,6.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,1.0,0.0,38.17892438191485,2.4,58.03910001730775,"1,4-cyclohexadiene",0.0011,12343.0,-49.2,-2.9586073148417746,-109.10656373750054,-2.0890239294440245,-2.0587,-3.001831641042515,-2.958607314841774,-109.24160596673845
6809,6750,B-3961,3-methylindole,"InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3",ZFRKQXVRDFCRJG-UHFFFAOYSA-N,Cc1c[nH]c2ccccc12,-2.4206,0.0,1,G1,131.17799999999997,2.4763200000000003,43.03570000000002,10.0,0.0,1.0,1.0,0.0,50.0,2.0,0.0,0.0,2.0,15.79,59.68717018664308,2.931346196218265,346.2557528676839,3-methylindole,4.7,6736.0,97.5,0.6720978579357174,21.415756078685916,-2.144764318427384,-2.4206,1.510374641447298,0.6720978579357174,36.82749576041556
6810,6751,B-3963,1h-benzotriazole,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",QRUDEWIWKLJBPS-UHFFFAOYSA-N,[nH]1nc2ccccc2n1,-0.7794,0.0,1,G1,119.12699999999998,0.9579,33.8887,9.0,2.0,1.0,3.0,0.0,44.0,2.0,0.0,0.0,2.0,41.57,51.69843117094894,2.9546597902851044,282.2807587142564,1H-benzotriazole,31.0,7220.0,100.0,1.4913616938342726,-19.715907593909254,-0.8214258750674834,-0.7794,3.214191835687086,1.4913616938342726,36.9053669630773
6811,6752,B-3964,benzo(b)thiophene,InChI=1S/C8H6S/c1-2-4-8-7(3-1)5-6-9-8/h1-6H,FCEHBMOGCRZNNI-UHFFFAOYSA-N,s1ccc2ccccc12,-3.0138,0.0,1,G1,134.20299999999995,2.901300000000001,41.82500000000002,9.0,1.0,0.0,1.0,0.0,44.0,2.0,0.0,0.0,2.0,0.0,57.75343092164366,2.954659790285104,278.54542122074673,benzo[$b$]thiophene,0.041,7221.0,32.0,-1.3872161432802643,-19.903341287575493,-3.0992588486405293,-3.0138,-1.5335364123655404,-1.3872161432802643,-21.06480806646992
6812,6753,B-3966,pyrrole,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,KAESVJOAVNADME-UHFFFAOYSA-N,[nH]1cccc1,-0.1734,0.0,1,G1,67.09100000000001,1.0147,20.7927,5.0,0.0,1.0,1.0,0.0,26.0,1.0,0.0,0.0,1.0,15.79,30.640563540511263,3.1250000000000004,60.12481811269772,pyrrole,0.55,8027.0,-23.4,-0.2596373105057561,-100.34023428225575,-0.1980954527659118,-0.1734,1.6677267429842986,-0.2596373105057561,-37.91131340888724
6815,6756,B-3973,indane,"InChI=1S/C9H10/c1-2-5-9-7-3-6-8(9)4-1/h1-2,4-5H,3,6-7H2",PQNFLJBBNBOBRQ-UHFFFAOYSA-N,C1Cc2ccccc2C1,-3.0351,0.0,1,G1,118.17899999999996,2.1753,38.46700000000001,9.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,1.0,2.0,0.0,55.52039830915755,2.53519473965517,190.03322454352,indane,0.0043,10326.0,-51.4,-2.366531544420413,-50.23746121004477,-3.0645189824961263,-3.0351,-2.400039826862772,-2.366531544420413,-50.099967765080685
6820,6761,B-3978,3-methylthiophene,"InChI=1S/C5H6S/c1-5-2-3-6-4-5/h2-4H,1H3",QENGPZGAWFQWCZ-UHFFFAOYSA-N,Cc1cscc1,-2.3899,0.0,1,G1,98.17,2.05652,29.056,6.0,1.0,0.0,1.0,0.0,32.0,1.0,0.0,0.0,1.0,0.0,41.43670850430507,3.049648321313926,107.4988650600484,3-methylthiophene,0.0017,12024.0,-69.0,-2.769551078621726,-89.51320284119495,-2.2812092623656595,-2.3899,-2.2822303883534287,-2.769551078621726,-78.4372396118013
6822,6763,B-3981,ethylenethiourea,"InChI=1S/C3H6N2S/c6-3-4-1-2-5-3/h1-2H2,(H2,4,5,6)",PDQAZBWRQCGBEV-UHFFFAOYSA-N,S=C1NCCN1,-0.7083,0.0683805882,2,G3,102.162,-0.5359000000000003,28.6034,6.0,1.0,2.0,3.0,0.0,34.0,0.0,1.0,1.0,1.0,24.06,41.9218087175145,2.3673518510178746,63.19344939991072,2-imidazolidinethione,29.0,2723650.0,203.0,1.462397997898956,-23.551753745413855,-0.3220684395559752,-0.7083,1.8554322111928223,1.462397997898956,-26.85086852581025
6823,6764,B-3983,"1,1-difluoroethene",InChI=1S/C2H2F2/c1-2(3)4/h1H2,BQCIDUSAKPWEOX-UHFFFAOYSA-N,FC(F)=C,-0.7061,0.94141334375,2,G2,64.034,1.3966,11.356000000000002,4.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,22.74566091589437,2.8030394876740514,27.01955000865388,"1,1-difluoroethene",2.5e-05,6369.0,-144.0,-4.602059991327962,-216.8912468551795,-1.5308187946810528,-0.7061,-4.357935744395199,-4.602059991327962,-175.32414919669446
6824,6765,B-3984,hexachlorocyclopentadiene,"InChI=1S/C5Cl6/c6-1-2(7)4(9)5(10,11)3(1)8",VUNCWTMEJYMOOR-UHFFFAOYSA-N,ClC1=C(Cl)C(Cl)(Cl)C(=C1Cl)Cl,-5.1805,0.0,1,G1,272.773,4.5523,51.901,11.0,0.0,0.0,6.0,0.0,62.0,0.0,0.0,1.0,1.0,0.0,93.63357962880828,3.266578967542274,234.1462079614724,hexachlorocyclopentadiene,0.00037,6478.0,-9.0,-3.4317982759330046,3.711644071538366,-5.486314778158277,-5.1805,-1.606447198787586,-3.431798275933005,74.40699332076461
6825,6766,B-3986,hexachlorobutadiene,InChI=1S/C4Cl6/c5-1(3(7)8)2(6)4(9)10,RWNKSTSCBHKHTB-UHFFFAOYSA-N,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-4.9111,0.0,1,G1,260.762,4.7574,49.17,10.0,0.0,0.0,6.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,88.27446866794088,4.708295226687179,159.92449716458776,hexachlorobutadiene,0.00083,6901.0,-21.0,-3.080921907623926,3.855598013450558,-5.0255445756705015,-4.9111,-0.8151692081375841,-3.080921907623926,80.74450191596941
6826,6767,B-3987,3-bromo-1-propene,"InChI=1S/C3H5Br/c1-2-3-4/h2H,1,3H2",BHELZAPQIKSEDF-UHFFFAOYSA-N,BrCC=C,-1.4995,0.0,1,G1,120.977,1.5673,23.991,4.0,0.0,0.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,34.64707983007987,2.2968352619191386,17.24511249783653,3-bromo-1-propene,0.0009,7841.0,-119.0,-3.045757490560675,-134.79351713503718,-1.4627533317364865,-1.4995,-2.846810474334464,-3.045757490560675,-129.95936538052607
6828,6769,B-3995,1-methylnaphthalene,"InChI=1S/C11H10/c1-9-5-4-7-10-6-2-3-8-11(9)10/h2-8H,1H3",QPUYECUOLPXSFR-UHFFFAOYSA-N,Cc1cccc2ccccc12,-3.7413,0.0233770542769327,3,G5,142.201,3.148220000000002,48.68500000000003,11.0,0.0,0.0,0.0,0.0,54.0,2.0,0.0,0.0,2.0,0.0,66.47800976562876,2.9131611636048604,369.2000235425419,1-methylnaphthalene,0.022,7002.0,-30.4,-1.6575773191777936,1.2862679352621516,-3.7888546116554935,-3.7413,-1.7723689704100518,-1.6575773191777936,-0.4234080100726781
6829,6770,B-3996,1-chloronaphthalene,InChI=1S/C10H7Cl/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,JTPNRXUCIXHOKM-UHFFFAOYSA-N,Clc1cccc2ccccc12,-3.9706,0.0202999999999999,2,G3,162.61899999999997,3.4932000000000016,48.95800000000003,11.0,0.0,0.0,1.0,0.0,54.0,2.0,0.0,0.0,2.0,0.0,70.41633387811383,2.9131611636048604,374.03449039867854,1-chloronaphthalene,0.028,7003.0,-2.5,-1.5528419686577806,14.017932889670396,-4.057096731898467,-3.9706,-1.6364726254209971,-1.5528419686577806,14.896647491448787
6830,6771,B-3999,2-methylnaphthalene,"InChI=1S/C11H10/c1-9-6-7-10-4-2-3-5-11(10)8-9/h2-8H,1H3",QIMMUPPBPVKWKM-UHFFFAOYSA-N,Cc1ccc2ccccc2c1,-3.762,0.0,1,G1,142.201,3.148220000000001,48.68500000000002,11.0,0.0,0.0,0.0,0.0,54.0,2.0,0.0,0.0,2.0,0.0,66.47800976562877,2.828901215620696,374.4500235425418,2-methylnaphthalene,0.018,7055.0,34.4,-1.7447274948966938,-0.6427929153239352,-3.8277417270782776,-3.762,-1.7494933100420462,-1.7447274948966938,1.898709488405187
6831,6772,B-4000,2-chloronaphthalene,InChI=1S/C10H7Cl/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,CGYGETOMCSJHJU-UHFFFAOYSA-N,Clc1ccc2ccccc2c1,-4.143,0.5535000000000001,2,G2,162.61899999999997,3.4932000000000016,48.95800000000002,11.0,0.0,0.0,1.0,0.0,54.0,2.0,0.0,0.0,2.0,0.0,70.41633387811383,2.828901215620696,379.2844903986785,2-chloronaphthalene,0.03,7056.0,61.0,-1.5228787452803374,22.035784237215747,-4.077701780159038,-4.143,-1.6970213052442022,-1.5228787452803374,13.811376954979814
6832,6773,B-4001,1-naphthylamine,"InChI=1S/C10H9N/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,11H2",RUFPHBVGCFYCNW-UHFFFAOYSA-N,Nc1cccc2ccccc12,-1.9255,0.0,1,G1,143.189,2.4220000000000006,48.36040000000001,11.0,1.0,1.0,1.0,0.0,54.0,2.0,0.0,0.0,2.0,26.02,65.45295834824488,2.9131611636048604,374.03449039867854,1-naphthylamine,160.0,8640.0,49.2,2.2041199826559246,49.95128135247428,-2.281741995773589,-1.9255,2.056034113562698,2.204119982655925,59.827252643172656
6833,6774,B-4002,2-naphthol,"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H",JWAZRIHNYRIHIV-UHFFFAOYSA-N,Oc1ccc2ccccc2c1,-2.2809,0.0,1,G1,144.17299999999997,2.5454,45.61280000000002,11.0,1.0,1.0,1.0,0.0,54.0,2.0,0.0,0.0,2.0,20.23,64.90730140342819,2.828901215620696,379.2844903986785,2-naphthalenol,110.0,8663.0,123.0,2.041392685158225,59.32619479100515,-2.2805175848969816,-2.2809,1.9626156127232783,2.041392685158225,56.80022598915892
6835,6776,B-4004,"1,4-dimethylnaphthalene","InChI=1S/C12H12/c1-9-7-8-10(2)12-6-4-3-5-11(9)12/h3-8H,1-2H3",APQSQLNWAIULLK-UHFFFAOYSA-N,Cc1ccc(C)c2ccccc12,-4.1369,0.0,1,G1,156.228,3.456640000000002,53.422000000000025,12.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,2.0,0.0,72.84295188002537,2.946471324842402,372.8078661934481,"1,4-dimethylnaphthalene",0.032,11304.0,7.6,-1.4948500216800937,22.67903392897802,-4.483729039540628,-4.1369,-1.6494109664431316,-1.4948500216800935,31.963032251746338
6836,6777,B-4006,"1,3-dimethylnapthalene","InChI=1S/C12H12/c1-9-7-10(2)12-6-4-3-5-11(12)8-9/h3-8H,1-2H3",QHJMFSMPSZREIF-UHFFFAOYSA-N,Cc1cc(C)c2ccccc2c1,-4.2907,0.0,1,G1,156.22799999999998,3.456640000000002,53.42200000000003,12.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,2.0,0.0,72.84295188002538,2.892065045173516,413.3078661934481,"1,3-dimethylnaphthalene",0.026,11327.0,-6.0,-1.585026652029182,26.10649929034332,-4.506234872237719,-4.2907,-1.7005634269045549,-1.585026652029182,31.255053761161744
6837,6778,B-4008,"2,6-dimethylnaphthalene","InChI=1S/C12H12/c1-9-3-5-12-8-10(2)4-6-11(12)7-9/h3-8H,1-2H3",YGYNBBAUIYTWBF-UHFFFAOYSA-N,Cc1ccc2cc(C)ccc2c1,-4.8927,0.0936500000000002,2,G3,156.228,3.456640000000002,53.42200000000003,12.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,2.0,0.0,72.84295188002538,2.786653081405114,372.057866193448,"2,6-dimethylnaphthalene",0.0078,11387.0,112.0,-2.107905397309519,34.107808110326275,-4.631417028430045,-4.8927,-1.9372595069564544,-2.107905397309519,28.84110327306842
6842,6783,B-4016,dibenzo-p-dioxin,InChI=1S/C12H8O2/c1-2-6-10-9(5-1)13-11-7-3-4-8-12(11)14-10/h1-8H,NFBOHOGPQUYFRF-UHFFFAOYSA-N,O1c2ccccc2Oc3ccccc13,-5.3106,0.0146999999999999,2,G3,184.194,3.584600000000001,53.032000000000025,14.0,2.0,0.0,2.0,0.0,68.0,2.0,0.0,1.0,3.0,18.46,81.70975663104552,2.124918321677156,389.7528748573925,"dibenzo[$b,e$][1,4]dioxin",0.09,9216.0,122.0,-1.0457574905606752,85.07502134467045,-4.881831809694663,-5.3106,-0.5969958181691417,-1.0457574905606752,81.80903079220657
6844,6785,B-4018,2-chlorodibenzo-p-dioxin,InChI=1S/C12H7ClO2/c13-8-5-6-11-12(7-8)15-10-4-2-1-3-9(10)14-11/h1-7H,GIUGGRUEPHPVNR-UHFFFAOYSA-N,Clc1ccc2Oc3ccccc3Oc2c1,-5.8359,0.0170500000000002,2,G3,218.639,4.238000000000001,58.04200000000003,15.0,2.0,0.0,3.0,0.0,74.0,2.0,0.0,1.0,3.0,18.46,92.01302285792718,2.108606050374169,522.7806108146203,"2-chlorodibenzo[$b,e$][1,4]dioxin",0.079,38252.0,88.0,-1.1023729087095586,104.79190858576564,-5.613095154017064,-5.8359,-0.8941859275267631,-1.1023729087095586,102.29789238259058
