,Substance,Hcp
2165,"1,1-difluoroethane",0.00053
2166,"1,1,1,2-tetrafluoroethane",0.18
2167,pentafluoroethane,3.5e-05
2168,hexafluoroethane,6.5e-07
2169,1-fluoropropane,0.00057
2170,2-fluoropropane,0.00025
2171,"1,1,1,2,2-pentafluoropropane",0.3
2172,"1,1,1,3,3,3-hexafluoropropane",1.2e-06
2173,"1,1,1,2,3,3,3-heptafluoropropane",1.4e-05
2174,octafluoropropane,0.12
2175,octafluorocyclobutane,1.3e-06
2176,dodecafluoropentane,6.1e-06
2177,fluorocyclohexane,0.0013
2178,1-fluoroheptane,0.00027
2179,hexadecafluoroheptane,1.9e-07
2180,1-fluorooctane,0.00015
2181,eicosafluorononane,4.5e-09
2182,perfluoroundecane,1.3e-13
2183,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-",5.1e-10
2184,"1,1,1,2,2,3,3,4,4,5,5,6,6-",0.64
2185,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-",4e-09
2186,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,",1.6e-13
2187,"1,1-difluoroethene",2.5e-05
2188,tetrafluoroethene,1.6e-05
2189,hexafluoropropene,0.29
2190,fluorobenzene,0.0016
2191,"1,2-difluorobenzene",0.12
2192,"1,3-difluorobenzene",0.0013
2193,"1,4-difluorobenzene",0.0016
2194,"1,2,3,5-tetrafluorobenzene",0.0005
2195,"1,2,4,5-tetrafluorobenzene",0.0007
2196,pentafluorobenzene,0.00075
2197,hexafluorobenzene,0.00055
2198,decafluorobiphenyl,0.0067
2199,carbonyl fluoride,0.35
2200,formyl fluoride,0.03
2201,2-fluoroethanol,1.4
2202,"2,2,2-trifluoroethanol",0.47
2203,"1,1,1-trifluoro-2-propanol",0.45
2204,"2,2,3,3-tetrafluoro-1-propanol",1.4
2205,"2,2,3,3,3-pentafluoro-1-propanol",0.14
2206,"1,1,1,3,3,3-hexafluoro-2-propanol",0.24
2207,trifluoroacetylfluoride,0.03
2208,"1,1,1-trifluoro-2-propanone",1.4
2209,fluoroethanoic acid,800
2210,difluoroethanoic acid,0.3
2211,trifluoroethanoic acid,89
2212,perfluorohexanoic acid,0.44
2213,perfluoroheptanoic acid,0.00057
2214,pentadecafluorooctanoic acid,0.049
2215,perfluorononanoic acid,0.043
2216,perfluorodecanoic acid,0.025
2217,perfluoroundecanoic acid,0.013
2218,perfluorododecanoic acid,0.64
2219,perfluorotetradecanoic acid,0.0016
2220,"ethyl 2,2,2-trifluoroethyl ether",0.00072
2221,"2,2,2-trifluoroethyl methanoate",0.0054
2222,"2,2,2-trifluoroethyl ethanoate",0.0055
2223,"trifluoroethanoic acid, methyl ester",0.0011
2224,"trifluoroethanoic acid, ethyl ester",0.00089
2225,trifluoro(trifluoromethyl)-oxirane,8.8e-06
2226,heptafluorobutanoic acid,0.082
2227,"3,3,4,4,4-pentafluorobutan-1-ol",0.051
2228,"1,1,1,2,2,3,4,5,5,5-decafluoropentane",0.44
2229,"1,1,1,2,2,3,3,4,4-nonafluoro-4-",9.9e-06
2230,"1-ethoxy-1,1,2,3,3,3-hexafluoro-2-",7.5e-06
2231,"1H,1H,2H,2H-perfluorohexan-1-ol",0.0066
2232,"1-ethoxy-1,1,2,2,3,3,4,4,4-",7.5e-06
2233,"1H,1H,2H,2H-perfluorooctan-1-ol",0.00017
2234,methyl perfluoro(8-(fluoroformyl)-5-,0.058
2235,"3,3,4,4,5,5,6,6,6-nonafluorohexyl",3.4e-05
2236,"1H,1H,2H,2H-perfluorodecan-1-ol",0.0002
2237,"3,3,4,4,5,5,6,6,7,7,8,8,8-",1.9e-06
2238,2-(perfluorohexyl)ethyl methacrylate,1.2e-06
2239,"1,1,2,2-tetrahydroperfluoro dodecanol",0.00013
2240,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-",7e-08
2241,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,",0.31
2242,2-(perfluorodecyl)ethyl acrylate,2.5e-09
2243,"1,1,2,2-tetrahydroperfluoro-1-",1.1e-10
2244,2-(perfluorodecyl)ethyl methacrylate,1.6e-09
2245,2-perfluorododecylethyl methacrylate,5.8e-11
2246,"1,1,2,2-tetrahydroperfluorohexadecyl",3.3e-12
2247,"1,1,2,2-tetrahydroperfluoroeicosyl",1.5e-13
2248,2-hydroxyfluorobenzene,3.1
2249,4-hydroxyfluorobenzene,14
2250,3-fluorophenol,9
2251,"2,6-difluorophenol",0.7
2252,"4,4’-(hexafluoroisopropylidene)diphenol",17000
2253,perfluorotributylamine,1.8e-10
2254,tris(undecafluoropentyl)amine,1.2e-12
2255,2-fluoroacetamide,440
2256,5-fluorouracil,58000
2257,"1-fluoro-2,4-dinitrobenzene",100
2258,5-fluoro-2-nitrophenol,0.5
2259,4-nitro-3-(trifluoromethyl)phenol,0.52
2260,1-nitro-3-(trifluoromethyl)benzene,0.053
2261,1-isocyanato-3-(trifluoromethyl)-,0.0048
2262,flonicamid,2.4e+07
2263,trifluridine,1e+11
2264,fluometuron,5800
2265,dinitramine,7.1
2266,5-methyl-N-[4-,80000
2267,fluconazole,9.9e+07
2268,ethalfluralin,0.076
2269,benfluralin,0.34
2270,trifluralin,0.095
2271,profluralin,0.034
2272,flumequine,3.7e+07
2273,fluazifop-butyl,47
2274,flumioxazin,16
2275,fluridone,2800
2276,cyhalofop-butyl,1000
2277,raltegravir,1.1e+17
2278,fluacrypyrim,0.3
2279,trifloxystrobin,430
2280,etoxazole,99
2281,droperidol,3.7e+11
2282,paliperidone,1.2e+15
2283,risperidone,4.5e+10
2284,ezetimibe,2.2e+12
2285,cerivastatin,1.7e+13
2286,"flucythrinate, isomer 1",110
2287,chloromethane,0.0013
2288,dichloromethane,0.0036
2289,dichloromethane-d2,0.0038
2290,trichloromethane,0.0025
2291,chloroethane,0.00083
2292,"1,1-dichloroethane",0.17
2293,"1,2-dichloroethane",0.0089
2294,"1,2-dichloroethane-d4",0.0087
2295,"1,1,1-trichloroethane",0.6
2296,"1,1,2-trichloroethane",0.011
2297,"1,1,2-trichloroethane-d3",0.013
2298,"1,1,1,2-tetrachloroethane",0.42
2299,"1,1,2,2-tetrachloroethane",0.024
2300,pentachloroethane,0.45
2301,hexachloroethane,0.0025
2302,1-chloropropane,0.00069
2303,2-chloropropane,0.00054
2304,"1,1-dichloropropane",0.0026
2305,"1,2-dichloropropane",0.0034
2306,"1,2-dichloropropane-d6",0.0036
2307,"2,2-dichloropropane",0.00044
2308,"1,1,1-trichloropropane",0.0038
2309,"1,1,2-trichloropropane",0.014
2310,"1,2,3-trichloropropane",0.036
2311,"1,1,2,2,3-pentachloropropane",0.014
2312,1-chloro-2-methylpropane,0.83
2313,2-chloro-2-methylpropane,0.00022
2314,1-chlorobutane,0.00067
2315,2-chlorobutane,0.00041
2316,"1,1-dichlorobutane",0.0013
2317,"1,4-dichlorobutane",0.02
2318,"2,3-dichlorobutane",0.0025
2319,1-chloropentane,0.42
2320,2-chloropentane,0.00036
2321,3-chloropentane,0.00038
2322,"1,2-dichloropentane",0.0048
2323,"1,5-dichloropentane",0.018
2324,"2,3-dichloropentane",0.0029
2325,2-chloro-2-methylbutane,0.003
2326,1-chlorohexane,0.00031
2327,2-chlorohexane,0.0005
2328,3-chlorohexane,0.0005
2329,1-chloroheptane,0.00025
2330,2-chloroheptane,0.00039
2331,3-chloroheptane,0.00036
2332,4-chloroheptane,0.00036
2333,1-chlorooctane,0.00019
2334,2-chlorooctane,0.00027
2335,3-(chloromethyl)-heptane,0.00045
2336,"1,8-dichlorooctane",0.0075
2337,1-chlorononane,0.00016
2338,2-chlorononane,0.00027
2339,5-chlorononane,0.00022
2340,1-chlorodecane,0.16
2341,"1,10-dichlorodecane",0.002
2342,"1,2,9,10-tetrachlorodecane",0.056
2343,pentachlorodecane isomers,0.2
2344,1-chloroundecane,0.00017
2345,"1,2,10,11-tetrachloroundecane",0.16
2346,pentachloroundecane isomers,0.68
2347,1-chlorododecane,0.00023
2348,"1,12-dichlorododecane",0.0015
2349,1-chlorotridecane,0.00029
2350,1-chlorotetradecane,0.00039
2351,tetrachlorocyclopentane,0.0064
2352,"1,1,2,3,3,4-hexachlorocyclopentane",0.051
2353,"1,1,2,3,3,4,5-heptachlorocyclopentane",0.15
2354,"1,2,3,3,4,5-hexachlorocyclopentene",0.014
2355,heptachlorocyclopentene,0.039
2356,chlorocyclohexane,0.0028
2357,"4,5,6,7,8,8-hexachloro-3a,4,7,7a-",0.02
2358,mirex,0.12
2359,dechlorane plus,1.3
2360,chloroethene,0.00038
2361,chloroethene-d3,0.00038
2362,"1,1-dichloroethene",0.37
2363,"1,2-dichloroethene",0.00037
2364,trichloroethene,0.0011
2365,tetrachloroethene,0.00062
2366,dichloroethyne,0.00049
2367,1-chloro-1-propene,0.00018
2368,2-chloro-1-propene,0.00014
2369,3-chloro-1-propene,0.00091
2370,"1,1-dichloropropene",0.00061
2371,"1,2-dichloropropene",0.002
2372,"1,3-dichloropropene",0.0064
2373,"cis-1,3-dichloropropene",0.0042
2374,"trans-1,3-dichloropropene",0.56
2375,"2,3-dichloropropene",0.0028
2376,"1,1,2,3,3,3-hexachloro-1-propene",0.0062
2377,3-chloro-2-methyl-1-propene,0.0011
2378,"1,3-dichloro-2-butene",0.00026
2379,"1,4-dichloro-2-butene",0.017
2380,"3,4-dichloro-1-butene",0.0011
2381,1-chloro-2-methylpropene,0.52
2382,"2-chloro-1,3-butadiene",0.047
2383,hexachlorobutadiene,0.00083
2384,hexachlorocyclopentadiene,0.00037
2385,chlordane,0.18
2386,cis-chlordane,0.17
2387,trans-chlordane,0.17
2388,cis-nonachlor,1.4
2389,trans-nonachlor,0.031
2390,chlorobenzene,0.0027
2391,chlorobenzene-d5,0.36
2392,"1,2-dichlorobenzene",0.0068
2393,"1,2-dichlorobenzene-d4",0.0082
2394,"1,3-dichlorobenzene",0.34
2395,"1,4-dichlorobenzene",0.0045
2396,"1,2,3-trichlorobenzene",0.015
2397,"1,2,3-trichlorobenzene-d3",0.015
2398,"1,2,4-trichlorobenzene",0.11
2399,"1,2,4-trichlorobenzene-d3",0.0098
2400,"1,3,5-trichlorobenzene",0.0018
2401,"1,2,3,4-tetrachlorobenzene",0.0035
2402,"1,2,3,5-tetrachlorobenzene",0.0063
2403,"1,2,4,5-tetrachlorobenzene",0.018
2404,pentachlorobenzene,0.014
2405,hexachlorobenzene,0.19
2406,1-chloro-2-methylbenzene,0.0032
2407,1-chloro-3-methylbenzene,0.00062
2408,1-chloro-4-methylbenzene,0.0041
2409,"1,2-dichloro-4-methylbenzene",0.0079
2410,"1,3-dichloro-2-methylbenzene",0.0023
2411,"1-methyl-2,4-dichlorobenzene",0.0027
2412,"1-methyl-2,4,5-trichlorobenzene",0.66
2413,"1-methyl-2,3,6-trichlorobenzene",0.0066
2414,pentachloromethylbenzene,0.013
2415,1-chloro-2-(chloromethyl)benzene,0.0064
2416,1-chloro-4-(chloromethyl)benzene,0.029
2417,chloro(dichloromethyl)benzene,0.018
2418,1-chloro-4-(trichloromethyl)benzene,0.051
2419,1-chloro-3-ethenylbenzene,0.0047
2420,1-chloro-4-ethenylbenzene,0.0047
2421,"1,4-dichloro-2,5-dimethylbenzene",0.0027
2422,"1,4-bis(trichloromethyl)benzene",0.79
2423,2-chlorostyrene,0.0047
2424,octachlorostyrene,0.076
2425,1-chloronaphthalene,0.028
2426,"1,2,3-trichloronaphthalene",0.032
2427,"1,2,3,4-tetrachloronaphthalene",0.041
2428,"1,2,3,4,5-pentachloronaphthalene",0.082
2429,"1,2,3,4,5,6-hexachloronaphthalene",0.11
2430,octachloronaphthalene,0.014
2431,heptachlor,0.33
2432,"1,3-dichloronaphthalene",0.034
2433,1-chloro-2-methyl-2-phenylpropane,0.002
2434,"1,3-dichloro-5-[(2S)-2,4,4,4-",0.084
2435,"1,2,3,4,5,6,7,8,8-nonachloro-",0.39
2436,"1,1-dichloro-2,2-bis-(4-chlorophenyl)-",1.5
2437,mitotane,1.2
2438,"o,p’-DDE",0.39
2439,"1,1,1-trichloro-2-(2-chlorophenyl)-2-",2.9
2440,"1,1,1-trichloro-2,2-bis-(4-",0.91
2441,aldrin,0.067
2442,isodrin,0.025
2443,"1,1’-(2,2-dichloroethylidene)bis[4-",0.058
2444,2-chlorobiphenyl,0.03
2445,3-chlorobiphenyl,0.032
2446,4-chlorobiphenyl,0.028
2447,"2,2’-dichlorobiphenyl",0.046
2448,"2,3-dichlorobiphenyl",0.043
2449,"2,3’-dichlorobiphenyl",0.043
2450,"2,4-dichlorobiphenyl",0.037
2451,"2,4’-dichlorobiphenyl",0.038
2452,"2,5-dichlorobiphenyl",0.023
2453,"2,6-dichlorobiphenyl",0.012
2454,"3,4-dichlorobiphenyl",0.07
2455,"3,4’-dichlorobiphenyl",0.049
2456,"3,5-dichlorobiphenyl",0.027
2457,"4,4’-dichlorobiphenyl",0.07
2458,"2,2’,3-trichlorobiphenyl",0.042
2459,"2,2’,4-trichlorobiphenyl",0.033
2460,"2,2’,5-trichlorobiphenyl",0.039
2461,"2,2’,6-trichlorobiphenyl",0.033
2462,"2,3,3’-trichlorobiphenyl",0.012
2463,"2,3,4-trichlorobiphenyl",0.0043
2464,"2,3,4’-trichlorobiphenyl",0.034
2465,"2,3,5-trichlorobiphenyl",0.015
2466,"2,3,6-trichlorobiphenyl",0.033
2467,"2,3’,4-trichlorobiphenyl",0.033
2468,"2,3’,5-trichlorobiphenyl",0.35
2469,"2,3’,6-trichlorobiphenyl",0.035
2470,"2,4,4’-trichlorobiphenyl",0.03
2471,"2,4,5-trichlorobiphenyl",0.031
2472,"2,4,6-trichlorobiphenyl",0.015
2473,"2,4’,5-trichlorobiphenyl",0.027
2474,"2,4’,6-trichlorobiphenyl",0.012
2475,"2,3’,4’-trichlorobiphenyl",0.036
2476,"2,3’,5’-trichlorobiphenyl",0.013
2477,"3,3’,4-trichlorobiphenyl",0.018
2478,"3,3’,5-trichlorobiphenyl",0.058
2479,"3,4,4’-trichlorobiphenyl",0.099
2480,"3,4,5-trichlorobiphenyl",0.012
2481,"3,4’,5-trichlorobiphenyl",0.12
2482,"2,2’,3,3’-tetrachlorobiphenyl",0.036
2483,"2,2’,3,4-tetrachlorobiphenyl",0.049
2484,"2,2’,3,4’-tetrachlorobiphenyl",0.028
2485,"2,2’,3,5-tetrachlorobiphenyl",0.013
2486,"2,2’,3,5’-tetrachlorobiphenyl",0.36
2487,"2,2’,3,6-tetrachlorobiphenyl",0.025
2488,"2,2’,3,6’-tetrachlorobiphenyl",0.03
2489,"2,2’,4,4’-tetrachlorobiphenyl",0.21
2490,"2,2’,4,5-tetrachlorobiphenyl",0.27
2491,"2,2’,4,5’-tetrachlorobiphenyl",0.027
2492,"2,2’,4,6-tetrachlorobiphenyl",0.016
2493,"2,2’,4,6’-tetrachlorobiphenyl",0.025
2494,"2,2’,5,5’-tetrachlorobiphenyl",0.035
2495,"2,2’,5,6’-tetrachlorobiphenyl",0.024
2496,"2,2’,6,6’-tetrachlorobiphenyl",0.049
2497,"2,3,3’,4-tetrachlorobiphenyl",0.0096
2498,"2,3,3’,4’-tetrachlorobiphenyl",0.038
2499,"2,3,3’,5-tetrachlorobiphenyl",0.0089
2500,"2,3,3’,5’-tetrachlorobiphenyl",0.0023
2501,"2,3,3’,6-tetrachlorobiphenyl",0.044
2502,"2,3,4,5-tetrachlorobiphenyl",0.049
2503,"2,3,4,6-tetrachlorobiphenyl",0.047
2504,"2,3,4’,5-tetrachlorobiphenyl",0.25
2505,"2,3,4’,6-tetrachlorobiphenyl",0.025
2506,"2,3,5,6-tetrachlorobiphenyl",0.0049
2507,"2,3’,4,4’-tetrachlorobiphenyl",0.027
2508,"2,3’,4,5-tetrachlorobiphenyl",0.099
2509,"2,3’,4,5’-tetrachlorobiphenyl",0.72
2510,"2,3’,4,6-tetrachlorobiphenyl",0.019
2511,"2,3’,4’,5-tetrachlorobiphenyl",0.033
2512,"2,3’,4’,6-tetrachlorobiphenyl",0.018
2513,"2,3’,5,5’-tetrachlorobiphenyl",0.004
2514,"2,3’,5’,6-tetrachlorobiphenyl",0.0064
2515,"2,4,4’,5-tetrachlorobiphenyl",0.26
2516,"2,4,4’,6-tetrachlorobiphenyl",0.021
2517,"2,3’,4’,5’-tetrachlorobiphenyl",0.077
2518,"3,3’,4,4’-tetrachlorobiphenyl",0.031
2519,"3,3’,4,5-tetrachlorobiphenyl",0.51
2520,"3,3’,4,5’-tetrachlorobiphenyl",0.0038
2521,"3,3’,5,5’-tetrachlorobiphenyl",0.00094
2522,"3,4,4’,5-tetrachlorobiphenyl",0.088
2523,"2,2’,3,3’,4-pentachlorobiphenyl",0.027
2524,"2,2’,3,3’,5-pentachlorobiphenyl",0.023
2525,"2,2’,3,3’,6-pentachlorobiphenyl",0.57
2526,"2,2’,3,4,4’-pentachlorobiphenyl",0.023
2527,"2,2’,3,4,5-pentachlorobiphenyl",0.0089
2528,"2,2’,3,4,5’-pentachlorobiphenyl",0.027
2529,"2,2’,3,4,6-pentachlorobiphenyl",0.0096
2530,"2,2’,3,4,6’-pentachlorobiphenyl",0.022
2531,"2,2’,3,4’,5-pentachlorobiphenyl",0.021
2532,"2,2’,3,4’,6-pentachlorobiphenyl",0.019
2533,"2,2’,3,5,5’-pentachlorobiphenyl",0.022
2534,"2,2’,3,5,6-pentachlorobiphenyl",0.0041
2535,"2,2’,3,5,6’-pentachlorobiphenyl",0.0045
2536,"2,2’,3,5’,6-pentachlorobiphenyl",0.21
2537,"2,2’,3,6,6’-pentachlorobiphenyl",0.00087
2538,"2,2’,3,4’,5’-pentachlorobiphenyl",0.023
2539,"2,2’,3,4’,6’-pentachlorobiphenyl",0.0055
2540,"2,2’,4,4’,5-pentachlorobiphenyl",0.022
2541,"2,2’,4,4’,6-pentachlorobiphenyl",0.97
2542,"2,2’,4,5,5’-pentachlorobiphenyl",0.032
2543,"2,2’,4,5,6’-pentachlorobiphenyl",0.11
2544,"2,2’,4,5’,6-pentachlorobiphenyl",0.0081
2545,"2,2’,4,6,6’-pentachlorobiphenyl",0.15
2546,"2,3,3’,4,4’-pentachlorobiphenyl",0.03
2547,"2,3,3’,4,5-pentachlorobiphenyl",0.013
2548,"2,3,3’,4’,5-pentachlorobiphenyl",0.043
2549,"2,3,3’,4,5’-pentachlorobiphenyl",0.0041
2550,"2,3,3’,4,6-pentachlorobiphenyl",0.15
2551,"2,3,3’,4’,6-pentachlorobiphenyl",0.023
2552,"2,3,3’,5,5’-pentachlorobiphenyl",0.0065
2553,"2,3,3’,5,6-pentachlorobiphenyl",0.0078
2554,"2,3,3’,5’,6-pentachlorobiphenyl",0.015
2555,"2,3,4,4’,5-pentachlorobiphenyl",0.053
2556,"2,3,4,4’,6-pentachlorobiphenyl",0.26
2557,"2,3,4,5,6-pentachlorobiphenyl",0.0043
2558,"2,3,4’,5,6-pentachlorobiphenyl",0.0015
2559,"2,3’,4,4’,5-pentachlorobiphenyl",0.031
2560,"2,3’,4,4’,6-pentachlorobiphenyl",0.015
2561,"2,3’,4,5,5’-pentachlorobiphenyl",0.18
2562,"2,3’,4,5’,6-pentachlorobiphenyl",0.0085
2563,"2,3,3’,4’,5’-pentachlorobiphenyl",0.16
2564,"2,3’,4,4’,5’-pentachlorobiphenyl",0.046
2565,"2,3’,4’,5,5’-pentachlorobiphenyl",0.19
2566,"2,3’,4’,5’,6-pentachlorobiphenyl",0.0023
2567,"3,3’,4,4’,5-pentachlorobiphenyl",0.1
2568,"3,3’,4,5,5’-pentachlorobiphenyl",0.0022
2569,"2,2’,3,3’,4,4’-hexachlorobiphenyl",0.028
2570,"2,2’,3,3’,4,5-hexachlorobiphenyl",0.34
2571,"2,2’,3,3’,4,5’-hexachlorobiphenyl",0.27
2572,"2,2’,3,3’,4,6-hexachlorobiphenyl",0.15
2573,"2,2’,3,3’,4,6’-hexachlorobiphenyl",0.04
2574,"2,2’,3,3’,5,5’-hexachlorobiphenyl",0.0041
2575,"2,2’,3,3’,5,6-hexachlorobiphenyl",0.012
2576,"2,2’,3,3’,5,6’-hexachlorobiphenyl",0.015
2577,"2,2’,3,3’,6,6’-hexachlorobiphenyl",0.9
2578,"2,2’,3,4,4’,5-hexachlorobiphenyl",0.045
2579,"2,2’,3,4,4’,5’-hexachlorobiphenyl",0.025
2580,"2,2’,3,4,4’,6-hexachlorobiphenyl",0.014
2581,"2,2’,3,4,4’,6’-hexachlorobiphenyl",0.017
2582,"2,2’,3,4,5,5’-hexachlorobiphenyl",0.2
2583,"2,2’,3,4,5,6-hexachlorobiphenyl",0.004
2584,"2,2’,3,4,5,6’-hexachlorobiphenyl",0.0065
2585,"2,2’,3,4,5’,6-hexachlorobiphenyl",0.07
2586,"2,2’,3,4,6,6’-hexachlorobiphenyl",0.0015
2587,"2,2’,3,4’,5,5’-hexachlorobiphenyl",0.017
2588,"2,2’,3,4’,5,6-hexachlorobiphenyl",0.19
2589,"2,2’,3,4’,5,6’-hexachlorobiphenyl",0.012
2590,"2,2’,3,4’,5’,6-hexachlorobiphenyl",0.015
2591,"2,2’,3,4’,6,6’-hexachlorobiphenyl",0.0065
2592,"2,2’,3,5,5’,6-hexachlorobiphenyl",0.014
2593,"2,2’,3,5,6,6’-hexachlorobiphenyl",0.13
2594,"2,2’,4,4’,5,5’-hexachlorobiphenyl",0.04
2595,"2,2’,4,4’,5,6’-hexachlorobiphenyl",0.013
2596,"2,2’,4,4’,6,6’-hexachlorobiphenyl",0.013
2597,"2,3,3’,4,4’,5-hexachlorobiphenyl",0.68
2598,"2,3,3’,4,4’,5’-hexachlorobiphenyl",0.06
2599,"2,3,3’,4,4’,6-hexachlorobiphenyl",0.021
2600,"2,3,3’,4,5,5’-hexachlorobiphenyl",0.49
2601,"2,3,3’,4,5,6-hexachlorobiphenyl",0.49
2602,"2,3,3’,4,5’,6-hexachlorobiphenyl",0.92
2603,"2,3,3’,4’,5,5’-hexachlorobiphenyl",0.0037
2604,"2,3,3’,4’,5,6-hexachlorobiphenyl",0.021
2605,"2,3,3’,4’,5’,6-hexachlorobiphenyl",0.0095
2606,"2,3,3’,5,5’,6-hexachlorobiphenyl",0.34
2607,"2,3,4,4’,5,6-hexachlorobiphenyl",0.0035
2608,"2,3’,4,4’,5,5’-hexachlorobiphenyl",0.78
2609,"2,3’,4,4’,5’,6-hexachlorobiphenyl",0.011
2610,"3,3’,4,4’,5,5’-hexachlorobiphenyl",0.081
2611,"2,2’,3,3’,4,4’,5-heptachlorobiphenyl",0.048
2612,"2,2’,3,3’,4,4’,6-heptachlorobiphenyl",0.013
2613,"2,2’,3,3’,4,5,5’-heptachlorobiphenyl",0.76
2614,"2,2’,3,3’,4,5,6-heptachlorobiphenyl",0.7
2615,"2,2’,3,3’,4,5,6’-heptachlorobiphenyl",0.022
2616,"2,2’,3,3’,4,5’,6-heptachlorobiphenyl",0.01
2617,"2,2’,3,3’,4,6,6’-heptachlorobiphenyl",0.11
2618,"2,2’,3,3’,4,5’,6’-heptachlorobiphenyl",0.021
2619,"2,2’,3,3’,5,5’,6-heptachlorobiphenyl",0.15
2620,"2,2’,3,3’,5,6,6’-heptachlorobiphenyl",0.41
2621,"2,2’,3,4,4’,5,5’-heptachlorobiphenyl",0.17
2622,"2,2’,3,4,4’,5,6-heptachlorobiphenyl",0.012
2623,"2,2’,3,4,4’,5,6’-heptachlorobiphenyl",0.017
2624,"2,2’,3,4,4’,5’,6-heptachlorobiphenyl",0.017
2625,"2,2’,3,4,4’,6,6’-heptachlorobiphenyl",0.81
2626,"2,2’,3,4,5,5’,6-heptachlorobiphenyl",0.62
2627,"2,2’,3,4,5,6,6’-heptachlorobiphenyl",0.00096
2628,"2,2’,3,4’,5,5’,6-heptachlorobiphenyl",0.016
2629,"2,2’,3,4’,5,6,6’-heptachlorobiphenyl",0.0088
2630,"2,3,3’,4,4’,5,5’-heptachlorobiphenyl",0.084
2631,"2,3,3’,4,4’,5,6-heptachlorobiphenyl",0.015
2632,"2,3,3’,4,4’,5’,6-heptachlorobiphenyl",0.21
2633,"2,3,3’,4,5,5’,6-heptachlorobiphenyl",0.0049
2634,"2,3,3’,4’,5,5’,6-heptachlorobiphenyl",0.032
2635,"2,2’,3,3’,4,4’,5,5’-octachlorobiphenyl",0.15
2636,"2,2’,3,3’,4,4’,5,6-octachlorobiphenyl",0.071
2637,"2,2’,3,3’,4,4’,5,6’-octachlorobiphenyl",0.99
2638,"2,2’,3,3’,4,4’,6,6’-octachlorobiphenyl",0.13
2639,"2,2’,3,3’,4,5,5’,6-octachlorobiphenyl",0.7
2640,"2,2’,3,3’,4,5,5’,6’-octachlorobiphenyl",0.99
2641,"2,2’,3,3’,4,5,6,6’-octachlorobiphenyl",0.0076
2642,"2,2’,3,3’,4,5’,6,6’-octachlorobiphenyl",0.01
2643,"2,2’,3,3’,5,5’,6,6’-octachlorobiphenyl",0.55
2644,"2,2’,3,4,4’,5,5’,6-octachlorobiphenyl",0.32
2645,"2,2’,3,4,4’,5,6,6’-octachlorobiphenyl",0.011
2646,"2,3,3’,4,4’,5,5’,6-octachlorobiphenyl",0.0044
2647,"2,2’,3,3’,4,4’,5,5’,6-",0.0021
2648,"2,2’,3,3’,4,4’,5,6,6’-",0.0018
2649,"2,2’,3,3’,4,5,5’,6,6’-",0.003
2650,decachlorobiphenyl,0.00067
2651,phosgene,0.00059
2652,dichloroacetaldehyde,1.2
2653,chloroacetyl chloride,0.043
2654,chloral hydrate,2400
2655,chloroacetaldehyde,0.41
2656,2-chloroethanol,95
2657,2-chloroethanol-d4,5
2658,"1,1,1-trichloro-2-propanone",4.5
2659,"1,1-dichloro-2-propanone",1.6
2660,"carbonochloridic acid, 2-chloroethyl",0.009
2661,"carbonochloridic acid, ethyl ester",0.0032
2662,2-chloropropanoic acid,38
2663,"2,3-dichloro-1-propanol",0.33
2664,"1,3-dichloro-2-propanol",5.8
2665,"3-chloro-1,2-propanediol",160
2666,1-chloro-2-propanol,5.8
2667,2-chloro-1-propanol,5.8
2668,trichloroethanal,3400
2669,chloro-2-propanone,0.58
2670,chloroethanoic acid,1100
2671,dichloroethanoic acid,1200
2672,trichloroethanoic acid,730
2673,"2,2-dichloro-propanoic acid",3.5e+08
2674,trichloroacetylchloride,0.2
2675,hexachloroacetone,100
2676,methyl chloroethanoate,0.041
2677,ethyl chloroethanoate,0.12
2678,chloroacetic acid anhydride,2.2
2679,"carbonochloridic acid, 1-methylethyl",0.0024
2680,chlorobutanol,4.5
2681,3-chloro-4-(dichloromethyl)-2-(5H)-,1.5
2682,3-chloro-4-(dichloromethyl)-5-,39000
2683,"1,2,4-trichloro-2-methyl-3-pentanone",1.9
2684,bis(2-chloroisopropyl) ether,0.3
2685,"butyl 2,2,3,4,4-pentachloro-3-",0.39
2686,"3-(2,2-dichlorovinyl)-2,2-",0.016
2687,"hexanoic acid, 3,3-dimethyl-4,6,6,6-",0.67
2688,"methyl 3-(2,2-dichlorovinyl)-2,2-",0.061
2689,oxychlordane,0.06
2690,kepone,180
2691,bis-(2-chloroethoxy)-methane,2.5
2692,bis-(chloromethyl) ether,0.048
2693,"1,5-dichloro-3-oxapentane",0.34
2694,bis-(2-chloroisopropyl) ether,0.42
2695,"1,2-bis(2-chloroethoxy)ethane",13
2696,2-hydroxychlorobenzene,1.5
2697,3-hydroxychlorobenzene,34
2698,4-hydroxychlorobenzene,1400
2699,"2,3-dichlorophenol",2.9
2700,"2,4-dichlorophenol",3.4
2701,"2,5-dichlorophenol",1.6
2702,"2,6-dichlorophenol",3.7
2703,"3,4-dichlorophenol",21
2704,"3,5-dichlorophenol",41
2705,"2,3,4-trichlorophenol",2.5
2706,"2,3,5-trichlorophenol",2.5
